name,state,circuit,lang
Steubenville - OH,Ohio,,en
"Alta Vista, Ottawa, ON",Ontario,,en
"Arlington Woods, Ottawa, ON",Ontario,,en
"Carleton Place, ON",Ontario,,en
"Castle Heights, Ottawa, ON",Ontario,,en
"Cedarhill, Ottawa, ON",Ontario,,en
"Central Tagalog, Ottawa, ON",Ontario,,tl
"Centretown Swahili, Ottawa, ON",Ontario,,sw
"Champlain, Cornwall, ON",Ontario,,fr
"Chinese, Ottawa, ON",Ontario,,ch
"Créole, Ottawa, ON",Ontario,,ht
Dunnville - ON,Ontario,,en
"East, Kemptville, ON",Ontario,,en
"Est, Ottawa, ON",Ontario,,fr
"Est, Rockland, ON",Ontario,,fr
"Fallowfield Spanish, Ottawa, ON",Ontario,,es
"Fonthill, Welland, ON",Ontario,,en
"Forest Park, Casselman, ON",Ontario,,en
Fort Erie - ON,Ontario,,en
"Gladstone, Ottawa, ON",Ontario,,en
"Glendale Spanish, St Catharines, ON",Ontario,,es
"Gloucester Arabic, Ottawa, ON",Ontario,,ar
"Hunt Club, Ottawa, ON",Ontario,,en
"Innes, Ottawa, ON",Ontario,,en
"Inverary, ON",Ontario,,en
"Island Park, Ottawa, ON",Ontario,,en
"Kanata Lakes, Ottawa, ON",Ontario,,en
"Lakeshore, St Catharines, ON",Ontario,,en
"Long Island, Ottawa, ON",Ontario,,en
"Maple Grove, Ottawa, ON",Ontario,,en
Merritt Park - Welland ON,Ontario,,en
"Midtown, Ottawa, ON",Ontario,,ar
"Montebello, St Catharines, ON",Ontario,,en
"Mount Hermon, Ottawa, ON",Ontario,,ar
"Nepean, Ottawa, ON",Ontario,,en
"North, Kingston, ON",Ontario,,en
"Orleans, Ottawa, ON",Ontario,,en
"Ouest, Ottawa, ON",Ontario,,fr
"Perth, ON",Ontario,,en
"Picton, ON",Ontario,,en
"Pineview, Brockville, ON",Ontario,,en
Port Colborne - ON,Ontario,,en
"Prescott, ON",Ontario,,en
"Queenston Heights, Niagara Falls, ON",Ontario,,en
"Rideau, Kingston, ON",Ontario,,en
"Rideau, Ottawa, ON",Ontario,,en
"Riverside, Welland, ON",Ontario,,en
"Riverview Park, Ottawa, ON",Ontario,,en
"Rivière-Nation, Casselman, ON",Ontario,,fr
"Seaway, Cornwall, ON",Ontario,,en
"Sharbot Lake, ON",Ontario,,en
"Sherwood, Ottawa, ON",Ontario,,en
"Smiths Falls, ON",Ontario,,en
"St. Lawrence, Cornwall, ON",Ontario,,en
"Stamford Centre, Niagara Falls, ON",Ontario,,en
"Stittsville, Ottawa, ON",Ontario,,en
"Thousand Islands, Brockville, ON",Ontario,,en
"West, Kemptville, ON",Ontario,,en
"West, Kingston, ON",Ontario,,en
"West, Napanee, ON",Ontario,,en
"West, Rockland, ON",Ontario,,en
"Westlane, Niagara Falls, ON",Ontario,,en
Albrightsville - PA,Pennsylvania,,en
Aliquippa - PA,Pennsylvania,,en
Allegheny - Pittsburgh PA,Pennsylvania,,en
Allison Park - PA,Pennsylvania,,en
Ambridge - PA,Pennsylvania,,en
Andorra - Philadelphia PA,Pennsylvania,,en
Angora Park - Philadelphia PA,Pennsylvania,,en
Arabic - Allentown PA,Pennsylvania,,ar
Aramingo - Philadelphia PA,Pennsylvania,,en
Ardmore - PA,Pennsylvania,,en
Asbury Heights - Erie PA,Pennsylvania,,en
Asbury Woods - Erie PA,Pennsylvania,,en
Avonmore - PA,Pennsylvania,,en
Bayview - Erie PA,Pennsylvania,,en
Beaver Falls - PA,Pennsylvania,,en
Bedford - PA,Pennsylvania,,en
Benscreek - Johnstown PA,Pennsylvania,,en
Berks - Philadelphia PA,Pennsylvania,,en
Bethel Park - PA,Pennsylvania,,en
Blairsville - PA,Pennsylvania,,en
Bloomsburg - PA,Pennsylvania,,en
Boyertown - PA,Pennsylvania,,en
Braddock - PA,Pennsylvania,,en
Bradford - PA,Pennsylvania,,en
Brandywine - York PA,Pennsylvania,,en
Brewerytown - Philadelphia PA,Pennsylvania,,en
Bridgeville - PA,Pennsylvania,,en
Brodheadsville - PA,Pennsylvania,,en
Brookville - PA,Pennsylvania,,en
Burholme - Philadelphia PA,Pennsylvania,,en
Butler - PA,Pennsylvania,,en
Buttonwood Spanish - Reading PA,Pennsylvania,,es
Cambridge Springs - PA,Pennsylvania,,en
Camp Hill - PA,Pennsylvania,,en
Carbondale - PA,Pennsylvania,,en
Carlisle - PA,Pennsylvania,,en
Carmichaels - PA,Pennsylvania,,en
Cedar Crest - Allentown PA,Pennsylvania,,en
Cedar Crest Spanish - Allentown PA,Pennsylvania,,es
Centerville - PA,Pennsylvania,,en
Central - Allentown PA,Pennsylvania,,en
Central - Bethlehem PA,Pennsylvania,,en
Central - Easton PA,Pennsylvania,,en
Central - Pottstown PA,Pennsylvania,,en
Central Chinese Mandarin - Pittsburgh PA,Pennsylvania,,ch
Central English - Reading PA,Pennsylvania,,en
Central Russian - Pittsburgh PA,Pennsylvania,,ru
Central Sign Language - Reading PA,Pennsylvania,,ase
Chester - PA,Pennsylvania,,en
Chinese - Philadelphia PA,Pennsylvania,,ch
Clairton - PA,Pennsylvania,,en
Clearview - Hanover PA,Pennsylvania,,en
Cleona - Lebanon PA,Pennsylvania,,en
Cobbs Creek Park - Philadelphia PA,Pennsylvania,,en
Connellsville - PA,Pennsylvania,,en
Conshohocken - PA,Pennsylvania,,en
Coventry - Pottstown PA,Pennsylvania,,en
Dallas - PA,Pennsylvania,,en
Delaware Valley Swahili - Philadelphia PA,Pennsylvania,,sw
Downingtown - PA,Pennsylvania,,en
Doylestown - PA,Pennsylvania,,en
Duryea - PA,Pennsylvania,,en
East - Coatesville PA,Pennsylvania,,en
East - Green Lane PA,Pennsylvania,,en
East - Reading PA,Pennsylvania,,en
East - Wilkes-Barre PA,Pennsylvania,,en
East End - Pittsburgh PA,Pennsylvania,,en
East English - Allentown PA,Pennsylvania,,en
East Falls - Philadelphia PA,Pennsylvania,,en
East Hills - Johnstown PA,Pennsylvania,,en
East Mayfair - Philadelphia PA,Pennsylvania,,en
East Park - Philadelphia PA,Pennsylvania,,en
East Spanish - Hazleton PA,Pennsylvania,,es
East Spanish - Lancaster PA,Pennsylvania,,es
East Stroudsburg - PA,Pennsylvania,,en
Eastvue - Pittsburgh PA,Pennsylvania,,en
Eastwick - Philadelphia PA,Pennsylvania,,en
Elizabethville - PA,Pennsylvania,,en
Elliottsburg - PA,Pennsylvania,,en
Ellsworth - Philadelphia PA,Pennsylvania,,en
Emmaus - PA,Pennsylvania,,en
Engleside - Lancaster PA,Pennsylvania,,en
English - Bensalem PA,Pennsylvania,,en
English - Chambersburg PA,Pennsylvania,,en
English - Fairview Village PA,Pennsylvania,,en
English - Gettysburg PA,Pennsylvania,,en
English - Hazleton PA,Pennsylvania,,en
English - Kennett Square PA,Pennsylvania,,en
English - Media PA,Pennsylvania,,en
English - Mount Pocono PA,Pennsylvania,,en
English - West Chester PA,Pennsylvania,,en
Ephrata - PA,Pennsylvania,,en
Fairmount Park - Philadelphia PA,Pennsylvania,,en
Fairmount Park Tagalog - Philadelphia PA,Pennsylvania,,tl
Fairmount Spanish - Philadelphia PA,Pennsylvania,,es
Fawn Grove - PA,Pennsylvania,,en
Fern Rock - Philadelphia PA,Pennsylvania,,en
Forks - PA,Pennsylvania,,en
Franklin - PA,Pennsylvania,,en
Fruitville Pike - Lancaster PA,Pennsylvania,,en
Garfield Heights - Pittsburgh PA,Pennsylvania,,en
Germantown - Philadelphia PA,Pennsylvania,,en
Girard - PA,Pennsylvania,,en
Grandview Park - Erie PA,Pennsylvania,,en
Greensburg - PA,Pennsylvania,,en
Haitian Creole - Philadelphia PA,Pennsylvania,,ht
Hamburg - PA,Pennsylvania,,en
Hatboro - PA,Pennsylvania,,en
Haverford - Philadelphia PA,Pennsylvania,,en
Haverford Twi - Philadelphia PA,Pennsylvania,,tw
Honesdale - PA,Pennsylvania,,en
Horsham - PA,Pennsylvania,,en
Hunting Park Spanish - Philadelphia PA,Pennsylvania,,es
Huntingdon - PA,Pennsylvania,,en
Huntingdon Valley - PA,Pennsylvania,,en
Indiana - PA,Pennsylvania,,en
Industry - PA,Pennsylvania,,en
Ivy Hill - Philadelphia PA,Pennsylvania,,en
Jermyn - PA,Pennsylvania,,en
Juniata Park Spanish - Philadelphia PA,Pennsylvania,,es
Juniata River Pennsylvania German - Mifflintown PA,Pennsylvania,,pdc
Kane - PA,Pennsylvania,,en
Kingsessing - Philadelphia PA,Pennsylvania,,en
Kirby Park Spanish - Wilkes-Barre PA,Pennsylvania,,es
Kittanning - PA,Pennsylvania,,en
Kutztown - PA,Pennsylvania,,en
Lake Marburg - Hanover PA,Pennsylvania,,en
Lansdale - PA,Pennsylvania,,en
Lansdowne - PA,Pennsylvania,,en
Larchwood - Philadelphia PA,Pennsylvania,,en
Latrobe - PA,Pennsylvania,,en
Laureldale Spanish - Reading PA,Pennsylvania,,es
Lawncrest Spanish - Philadelphia PA,Pennsylvania,,es
Lehigh - Allentown PA,Pennsylvania,,en
Lehigh Spanish - Philadelphia PA,Pennsylvania,,es
Lewistown - PA,Pennsylvania,,en
Liberty Spanish - Allentown PA,Pennsylvania,,es
Lincoln Park - Reading PA,Pennsylvania,,en
Lower Burrell - PA,Pennsylvania,,en
Lower Paxton - Harrisburg PA,Pennsylvania,,en
Macungie - PA,Pennsylvania,,en
Marshalls Creek - PA,Pennsylvania,,en
McKeesport - PA,Pennsylvania,,en
Meadville - PA,Pennsylvania,,en
Mechanicsburg - PA,Pennsylvania,,en
Melrose - Melrose Park PA,Pennsylvania,,en
Middletown - PA,Pennsylvania,,en
Mifflinville - PA,Pennsylvania,,en
Mill Creek - Levittown PA,Pennsylvania,,en
Mill Hall - PA,Pennsylvania,,en
Milton - PA,Pennsylvania,,en
Monessen - PA,Pennsylvania,,en
Montrose - PA,Pennsylvania,,en
Morrisville - PA,Pennsylvania,,en
Mount Airy - Philadelphia PA,Pennsylvania,,en
Mount Cobb - PA,Pennsylvania,,en
Mount Penn - Reading PA,Pennsylvania,,en
Mount Pleasant - Harrisburg PA,Pennsylvania,,en
Mount Pleasant - Philadelphia PA,Pennsylvania,,en
Mountain Side - Harrisburg PA,Pennsylvania,,en
Muncy - PA,Pennsylvania,,en
Natrona Heights - PA,Pennsylvania,,en
Nazareth - PA,Pennsylvania,,en
Neshaminy Valley - PA,Pennsylvania,,en
New Castle - PA,Pennsylvania,,en
New Florence - PA,Pennsylvania,,en
New Holland - PA,Pennsylvania,,en
New Kensington - PA,Pennsylvania,,en
Newtown - PA,Pennsylvania,,en
Nicetown - Philadelphia PA,Pennsylvania,,en
North - Altoona PA,Pennsylvania,,en
North - Milford PA,Pennsylvania,,en
North - Mount Joy PA,Pennsylvania,,en
North - Scranton PA,Pennsylvania,,en
North East - PA,Pennsylvania,,en
North English - Philadelphia PA,Pennsylvania,,en
North English - Reading PA,Pennsylvania,,en
North Hills - Pittsburgh PA,Pennsylvania,,en
North Mount Pleasant - Philadelphia PA,Pennsylvania,,en
Northern Liberties - Philadelphia PA,Pennsylvania,,en
Northumberland - PA,Pennsylvania,,en
Northwest - Philadelphia PA,Pennsylvania,,en
Oakdale - PA,Pennsylvania,,en
Oil City - PA,Pennsylvania,,en
Orefield - PA,Pennsylvania,,en
Oreland - PA,Pennsylvania,,en
Overbrook - Philadelphia PA,Pennsylvania,,en
Palmerton - PA,Pennsylvania,,en
Palmyra - PA,Pennsylvania,,en
Paradise - Hanover PA,Pennsylvania,,en
Pattersonville - PA,Pennsylvania,,en
Pennypack Park - Philadelphia PA,Pennsylvania,,en
Pennypack Park Spanish - Philadelphia PA,Pennsylvania,,es
Penrose - Philadelphia PA,Pennsylvania,,en
Philipsburg - PA,Pennsylvania,,en
Phoenixville - PA,Pennsylvania,,en
Pigeon Hills - Hanover PA,Pennsylvania,,en
Pineview - Erie PA,Pennsylvania,,en
Plum Borough - Pittsburgh PA,Pennsylvania,,en
Portuguese - Philadelphia PA,Pennsylvania,,pt
Pottsville - PA,Pennsylvania,,en
Presque Isle Nepali - Erie PA,Pennsylvania,,ne
Prospect - York PA,Pennsylvania,,en
Punxsutawney - PA,Pennsylvania,,en
Quakertown - PA,Pennsylvania,,en
Quarryville - PA,Pennsylvania,,en
Red Lion - PA,Pennsylvania,,en
Ridge - Philadelphia PA,Pennsylvania,,en
Ridley Park - PA,Pennsylvania,,en
River View - Harrisburg PA,Pennsylvania,,en
Roosevelt - Philadelphia PA,Pennsylvania,,en
Roseto - PA,Pennsylvania,,en
Royersford - PA,Pennsylvania,,en
Russian - Philadelphia PA,Pennsylvania,,ru
Saint Benedict - PA,Pennsylvania,,en
Salisbury Spanish - Allentown PA,Pennsylvania,,es
Sandy Creek - Pittsburgh PA,Pennsylvania,,en
Saucon Valley - Allentown PA,Pennsylvania,,en
Schuylkill - Philadelphia PA,Pennsylvania,,en
Shamokin - PA,Pennsylvania,,en
Sharon - PA,Pennsylvania,,en
Sheraden - Pittsburgh PA,Pennsylvania,,en
Shippenville - PA,Pennsylvania,,en
Sign Language - Allentown PA,Pennsylvania,,ase
Sign Language - Philadelphia PA,Pennsylvania,,ase
Slatington - PA,Pennsylvania,,en
Somerset - PA,Pennsylvania,,en
Souderton - PA,Pennsylvania,,en
South - Altoona PA,Pennsylvania,,en
South - Milford PA,Pennsylvania,,en
South - Mount Joy PA,Pennsylvania,,en
South - Philadelphia PA,Pennsylvania,,en
South - Scranton PA,Pennsylvania,,en
South English - Reading PA,Pennsylvania,,en
South Haitian Creole - Reading PA,Pennsylvania,,ht
South Hills - Pittsburgh PA,Pennsylvania,,en
South Mountain - Allentown PA,Pennsylvania,,en
South Spanish - Reading PA,Pennsylvania,,es
South Wyoming Valley - Wilkes-Barre PA,Pennsylvania,,en
Spanish - Bensalem PA,Pennsylvania,,es
Spanish - Bethlehem PA,Pennsylvania,,es
Spanish - Easton PA,Pennsylvania,,es
Spanish - Erie PA,Pennsylvania,,es
Spanish - Fairview Village PA,Pennsylvania,,es
Spanish - Gettysburg PA,Pennsylvania,,es
Spanish - Harrisburg PA,Pennsylvania,,es
Spanish - Kennett Square PA,Pennsylvania,,es
Spanish - Lebanon PA,Pennsylvania,,es
Spanish - Media PA,Pennsylvania,,es
Spanish - Mount Joy PA,Pennsylvania,,es
Spanish - Mount Pocono PA,Pennsylvania,,es
Spanish - Muhlenberg PA,Pennsylvania,,es
Spanish - Norristown PA,Pennsylvania,,es
Spanish - Scranton PA,Pennsylvania,,es
Spanish - West Chester PA,Pennsylvania,,es
Spanish - Wilkes-Barre PA,Pennsylvania,,es
Spanish - York PA,Pennsylvania,,es
Spring Grove - PA,Pennsylvania,,en
Springdale - York PA,Pennsylvania,,en
Springfield - Philadelphia PA,Pennsylvania,,en
State College - PA,Pennsylvania,,en
Stroudsburg - PA,Pennsylvania,,en
Swahili Group - South - Mount Joy PA,Pennsylvania,,sw
Swatara - Harrisburg PA,Pennsylvania,,en
Tacony Creek Park - Philadelphia PA,Pennsylvania,,en
Tamaqua - PA,Pennsylvania,,en
Tannersville - PA,Pennsylvania,,en
Terrace - Pittsburgh PA,Pennsylvania,,en
Tioga - Philadelphia PA,Pennsylvania,,en
Tobyhanna - PA,Pennsylvania,,en
Towanda - PA,Pennsylvania,,en
Trafford - PA,Pennsylvania,,en
Tunkhannock - PA,Pennsylvania,,en
Ukrainian Group - Russian - Philadelphia PA,Pennsylvania,,uk
Union City - PA,Pennsylvania,,en
Uniontown - PA,Pennsylvania,,en
University - Philadelphia PA,Pennsylvania,,en
Upper Darby - PA,Pennsylvania,,en
Uptown Spanish - Philadelphia PA,Pennsylvania,,es
Walnut Hill Jamaican Creole - Philadelphia PA,Pennsylvania,,jam
Warminster - PA,Pennsylvania,,en
Warren - PA,Pennsylvania,,en
Washington - PA,Pennsylvania,,en
Wayne - PA,Pennsylvania,,en
Waynesboro - PA,Pennsylvania,,en
Waynesburg - PA,Pennsylvania,,en
West - Bethlehem PA,Pennsylvania,,en
West - Coatesville PA,Pennsylvania,,en
West - Green Lane PA,Pennsylvania,,en
West - Levittown PA,Pennsylvania,,en
West - Mansfield PA,Pennsylvania,,en
West - Norristown PA,Pennsylvania,,en
West Allegheny - Pittsburgh PA,Pennsylvania,,en
West Belfield - Philadelphia PA,Pennsylvania,,en
West Carrick - Pittsburgh PA,Pennsylvania,,en
West English - Philadelphia PA,Pennsylvania,,en
West Erie - Philadelphia PA,Pennsylvania,,en
West French - Philadelphia PA,Pennsylvania,,fr
West Germantown - Philadelphia PA,Pennsylvania,,en
West Haitian Creole - Philadelphia PA,Pennsylvania,,ht
West Mifflin - PA,Pennsylvania,,en
West Mount Airy - Philadelphia PA,Pennsylvania,,en
West Spanish - Hazleton PA,Pennsylvania,,es
West Spanish - Lancaster PA,Pennsylvania,,es
West Spanish - Pittsburgh PA,Pennsylvania,,es
West York - York PA,Pennsylvania,,en
Whitehall - PA,Pennsylvania,,en
Whitehall Spanish - Allentown PA,Pennsylvania,,es
Wildwood - Williamsport PA,Pennsylvania,,en
Willow Grove - PA,Pennsylvania,,en
Windber - PA,Pennsylvania,,en
Wissinoming - Philadelphia PA,Pennsylvania,,en
Wister - Philadelphia PA,Pennsylvania,,en
Womelsdorf - PA,Pennsylvania,,en
Woodhaven - Philadelphia PA,Pennsylvania,,en
Worcester - PA,Pennsylvania,,en
Wynnefield Heights - Philadelphia PA,Pennsylvania,,en
Yeadon - PA,Pennsylvania,,en
Yorkana - York PA,Pennsylvania,,en
Zelienople - PA,Pennsylvania,,en
Zionhill - PA,Pennsylvania,,en
"Amqui, QC",Quebec,,fr
"Bellerive, Salaberry-de-Valleyfield, QC",Quebec,,fr
"Bellevue, Gatineau, QC",Quebec,,fr
"Bellevue, Sherbrooke, QC",Quebec,,fr
"Cabano, QC",Quebec,,fr
"Centre, Gatineau, QC",Quebec,,fr
"Chelsea, Gatineau, QC",Quebec,,en
"Coaticook, QC",Quebec,,fr
"Disraeli, QC",Quebec,,fr
"Du Parc, Richmond, QC",Quebec,,fr
"East Angus, QC",Quebec,,fr
"Espagnol, Gatineau, QC",Quebec,,es
"Est, Cowansville, QC",Quebec,,fr
"Farnham, QC",Quebec,,fr
"Glenwood Park, Aylmer, QC",Quebec,,en
Hemmingford - QC,Quebec,,en
"Hispana, Sherbrooke, QC",Quebec,,es
"Iberville, QC",Quebec,,fr
"La Malbaie, QC",Quebec,,fr
"La Mitis, Rimouski, QC",Quebec,,fr
"Lac-Etchemin, QC",Quebec,,fr
"Lac-Mégantic, QC",Quebec,,fr
"Lennoxville, Sherbrooke, QC",Quebec,,en
"Lucerne Créole, Gatineau, QC",Quebec,,ht
"Lucerne, Aylmer, QC",Quebec,,fr
"Magog, QC",Quebec,,fr
"Mont-Bleu, Gatineau, QC",Quebec,,fr
"Montmagny, QC",Quebec,,fr
"Mountainview, Gatineau, QC",Quebec,,en
"Nord, Sherbrooke, QC",Quebec,,fr
"Outaouais, Gatineau, QC",Quebec,,fr
"Parc-Victoria, Sherbrooke, QC",Quebec,,fr
"Port-Joli, Saint-Jean-Port-Joli, QC",Quebec,,fr
"Rimouski, QC",Quebec,,fr
"Rivière-du-Loup, QC",Quebec,,fr
Rockburn - QC,Quebec,,en
"Saint-Damien, Saint-Damien-de-Buckland, QC",Quebec,,fr
"Saint-Georges-de-Beauce, Saint-Georges, QC",Quebec,,fr
"Saint-Luc, QC",Quebec,,fr
"Sainte-Marie-de-Beauce, Sainte-Marie, QC",Quebec,,fr
"Stanstead, QC",Quebec,,en
"Thetford-Mines, Thetford Mines, QC",Quebec,,fr
"West, Cowansville, QC",Quebec,,en
Central Spanish - Providence RI,Rhode Island,,es
Coventry - RI,Rhode Island,,en
East - Tiverton RI,Rhode Island,MA-8,en
East Russian - Providence RI,Rhode Island,,ru
Elmhurst - Providence RI,Rhode Island,,en
Huntington View - Providence RI,Rhode Island,,en
Johnston - RI,Rhode Island,,en
Kent Heights - East Providence RI,Rhode Island,,en
Lincoln - RI,Rhode Island,,en
Mount Pleasant Spanish - Providence RI,Rhode Island,,es
Newport - RI,Rhode Island,,en
North Spanish - Providence RI,Rhode Island,,es
Parkview - Providence RI,Rhode Island,RI-1,en
Pawtucket Kabuverdianu - East Providence RI,Rhode Island,,kea
Portuguese - East Providence RI,Rhode Island,,pt
Sign Language - Cranston RI,Rhode Island,NY-42-B-ASL,ase
South Providence Haitian Creole - Providence RI,Rhode Island,,ht
South Spanish - Providence RI,Rhode Island,,es
Spanish - Central Falls RI,Rhode Island,,es
Spanish - Pawtucket RI,Rhode Island,,es
Spanish - Tiverton RI,Rhode Island,MA-6-S,es
Wakefield - RI,Rhode Island,,en
Warren - RI,Rhode Island,,en
Warwick - RI,Rhode Island,,en
West - Tiverton RI,Rhode Island,MA-8,en
West - Woonsocket RI,Rhode Island,,en
West Spanish - Providence RI,Rhode Island,,es
West Warwick - RI,Rhode Island,,en
Westerly - RI,Rhode Island,,en
Bellows Falls - VT,Vermont,,en
Bennington - VT,Vermont,,en
Brattleboro - VT,Vermont,,en
Cambridge - VT,Vermont,,en
Enosburg Falls - VT,Vermont,,en
Hardwick - VT,Vermont,,en
Lyndonville - VT,Vermont,,en
Middlebury - VT,Vermont,,en
Montpelier - VT,Vermont,,en
Moretown - VT,Vermont,,en
Morrisville - VT,Vermont,,en
Newport - VT,Vermont,,en
North - Burlington VT,Vermont,,en
Royalton - VT,Vermont,,en
Rutland - VT,Vermont,,en
South - Burlington VT,Vermont,,en
Spanish - Burlington VT,Vermont,,es
Swanton - VT,Vermont,,en
Berkeley Springs - WV,West Virginia,,en
East - Martinsburg WV,West Virginia,,en
Fairmont - WV,West Virginia,,en
Follansbee - WV,West Virginia,,en
Grafton - WV,West Virginia,,en
Kingwood - WV,West Virginia,,en
Morgantown - WV,West Virginia,,en
Moundsville - WV,West Virginia,,en
Spanish - Martinsburg WV,West Virginia,,es
West - Martinsburg WV,West Virginia,,en
Wheeling - WV,West Virginia,,en
